sample_id,contig,population_id,country,taxon
AV0009-C,X,GNgam,Guinea,gambiae
AV0010-C,X,GNgam,Guinea,gambiae
AV0011-C,X,GNgam,Guinea,gambiae
AV0012-C,X,GNgam,Guinea,gambiae
AV0013-C,X,GNgam,Guinea,gambiae
AV0014-C,X,GNgam,Guinea,gambiae
AV0015-C,X,GNgam,Guinea,gambiae
AV0017-C,X,GNgam,Guinea,gambiae
AV0018-C,X,GNgam,Guinea,gambiae
AV0020-C,X,GNgam,Guinea,gambiae
AV0021-C,X,GNgam,Guinea,gambiae
AV0022-C,X,GNgam,Guinea,gambiae
AV0024-C,X,GNgam,Guinea,gambiae
AV0025-C,X,GNgam,Guinea,gambiae
AV0026-C,X,GNgam,Guinea,gambiae
AV0027-C,X,GNgam,Guinea,gambiae
AV0028-C,X,GNgam,Guinea,gambiae
AV0029-C,X,GNgam,Guinea,gambiae
AV0030-C,X,GNgam,Guinea,gambiae
AV0031-C,X,GNgam,Guinea,gambiae
AV0032-C,X,GNgam,Guinea,gambiae
AV0033-C,X,GNgam,Guinea,gambiae
AV0034-C,X,GNgam,Guinea,gambiae
AV0035-C,X,GNgam,Guinea,gambiae
AV0036-C,X,GNgam,Guinea,gambiae
AV0037-C,X,GNgam,Guinea,gambiae
AV0038-C,X,GNcol,Guinea,coluzzii
AV0039-C,X,GNgam,Guinea,gambiae
AV0040-C,X,GNcol,Guinea,coluzzii
AV0041-C,X,GNgam,Guinea,gambiae
AV0042-C,X,GNcol,Guinea,coluzzii
AV0043-C,X,GNgam,Guinea,gambiae
AV0044-C,X,GNgam,Guinea,gambiae
AV0045-C,X,GNgam,Guinea,gambiae
AV0046-C,X,GNcol,Guinea,coluzzii
AV0047-C,X,GNgam,Guinea,gambiae
AY0006-C,X,CIcol,Cote d'Ivoire,coluzzii
AY0007-C,X,CIcol,Cote d'Ivoire,coluzzii
AY0010-C,X,CIcol,Cote d'Ivoire,coluzzii
AY0011-C,X,CIcol,Cote d'Ivoire,coluzzii
AY0012-C,X,CIcol,Cote d'Ivoire,coluzzii
AY0013-C,X,CIcol,Cote d'Ivoire,coluzzii
AY0015-C,X,CIcol,Cote d'Ivoire,coluzzii
AY0016-C,X,CIcol,Cote d'Ivoire,coluzzii
AY0017-C,X,CIcol,Cote d'Ivoire,coluzzii
AY0018-C,X,CIcol,Cote d'Ivoire,coluzzii
AY0019-C,X,CIcol,Cote d'Ivoire,coluzzii
AY0020-C,X,CIcol,Cote d'Ivoire,coluzzii
AY0021-C,X,CIcol,Cote d'Ivoire,coluzzii
AY0023-C,X,CIcol,Cote d'Ivoire,coluzzii
AY0024-C,X,CIcol,Cote d'Ivoire,coluzzii
AY0025-C,X,CIcol,Cote d'Ivoire,coluzzii
AY0026-C,X,CIcol,Cote d'Ivoire,coluzzii
AY0027-C,X,CIcol,Cote d'Ivoire,coluzzii
AY0029-C,X,CIcol,Cote d'Ivoire,coluzzii
AY0031-C,X,CIcol,Cote d'Ivoire,coluzzii
AY0032-C,X,CIcol,Cote d'Ivoire,coluzzii
AY0033-C,X,CIcol,Cote d'Ivoire,coluzzii
AY0034-C,X,CIcol,Cote d'Ivoire,coluzzii
AY0035-C,X,CIcol,Cote d'Ivoire,coluzzii
AY0036-C,X,CIcol,Cote d'Ivoire,coluzzii
AY0038-C,X,CIcol,Cote d'Ivoire,coluzzii
AY0039-C,X,CIcol,Cote d'Ivoire,coluzzii
AY0040-C,X,CIcol,Cote d'Ivoire,coluzzii
AY0041-C,X,CIcol,Cote d'Ivoire,coluzzii
AY0042-C,X,CIcol,Cote d'Ivoire,coluzzii
AY0043-C,X,CIcol,Cote d'Ivoire,coluzzii
AY0045-C,X,CIcol,Cote d'Ivoire,coluzzii
AY0046-C,X,CIcol,Cote d'Ivoire,coluzzii
AY0047-C,X,CIcol,Cote d'Ivoire,coluzzii
AY0048-C,X,CIcol,Cote d'Ivoire,coluzzii
AY0049-C,X,CIcol,Cote d'Ivoire,coluzzii
AY0050-C,X,CIcol,Cote d'Ivoire,coluzzii
AY0052-C,X,CIcol,Cote d'Ivoire,coluzzii
AY0053-C,X,CIcol,Cote d'Ivoire,coluzzii
AY0054-C,X,CIcol,Cote d'Ivoire,coluzzii
AY0055-C,X,CIcol,Cote d'Ivoire,coluzzii
AY0056-C,X,CIcol,Cote d'Ivoire,coluzzii
AY0057-C,X,CIcol,Cote d'Ivoire,coluzzii
AY0058-C,X,CIcol,Cote d'Ivoire,coluzzii
AY0059-C,X,CIcol,Cote d'Ivoire,coluzzii
AY0060-C,X,CIcol,Cote d'Ivoire,coluzzii
AY0061-C,X,CIcol,Cote d'Ivoire,coluzzii
AY0062-C,X,CIcol,Cote d'Ivoire,coluzzii
AY0063-C,X,CIcol,Cote d'Ivoire,coluzzii
AY0064-C,X,CIcol,Cote d'Ivoire,coluzzii
AY0065-C,X,CIcol,Cote d'Ivoire,coluzzii
AY0066-C,X,CIcol,Cote d'Ivoire,coluzzii
AY0067-C,X,CIcol,Cote d'Ivoire,coluzzii
AY0068-C,X,CIcol,Cote d'Ivoire,coluzzii
AY0069-C,X,CIcol,Cote d'Ivoire,coluzzii
AY0070-C,X,CIcol,Cote d'Ivoire,coluzzii
AY0072-C,X,CIcol,Cote d'Ivoire,coluzzii
AY0074-C,X,CIcol,Cote d'Ivoire,coluzzii
AY0076-C,X,CIcol,Cote d'Ivoire,coluzzii
AY0077-C,X,CIcol,Cote d'Ivoire,coluzzii
AY0078-C,X,CIcol,Cote d'Ivoire,coluzzii
AY0079-C,X,CIcol,Cote d'Ivoire,coluzzii
AY0080-C,X,CIcol,Cote d'Ivoire,coluzzii
AY0082-C,X,CIcol,Cote d'Ivoire,coluzzii
AY0083-C,X,CIcol,Cote d'Ivoire,coluzzii
AY0085-C,X,CIcol,Cote d'Ivoire,coluzzii
AY0087-C,X,CIcol,Cote d'Ivoire,coluzzii
AY0088-C,X,CIcol,Cote d'Ivoire,coluzzii
AY0089-C,X,CIcol,Cote d'Ivoire,coluzzii
AY0090-C,X,CIcol,Cote d'Ivoire,coluzzii
AY0091-C,X,CIcol,Cote d'Ivoire,coluzzii
