sample_id,ox_code,src_code,population,country,location,site,contributor,contact,year,m_s,sex,n_sequences,mean_coverage,ebi_sample_acc,latitude,longitude,sample_set,taxon,phase2_population,primary_taxon,year_original,year_numeric,taxon_marker_based_handoff,primary_taxon_marker_based_handoff,population_id,population_id_source,population_defined,sex_normalized,known_male_for_x_fallback
AN0232-C,AN0232-C,CM0901952,CMgam,Cameroon,,Daiguene,Nora Besansky,Reidenbach,2009,S,M,102423504,32.26,ERS224607,4.777,13.844,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,m,TRUE
AN0233-C,AN0233-C,CM0901953,CMgam,Cameroon,,Daiguene,Nora Besansky,Reidenbach,2009,S,M,96046508,29.46,ERS224652,4.777,13.844,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,m,TRUE
AN0234-C,AN0234-C,CM0901954,CMgam,Cameroon,,Daiguene,Nora Besansky,Reidenbach,2009,S,M,90402838,28.82,ERS224571,4.777,13.844,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,m,TRUE
AN0235-C,AN0235-C,CM0901955,CMgam,Cameroon,,Daiguene,Nora Besansky,Reidenbach,2009,S,M,95089594,29.88,ERS224605,4.777,13.844,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,m,TRUE
AN0236-C,AN0236-C,CM0901956,CMgam,Cameroon,,Daiguene,Nora Besansky,Reidenbach,2009,S,M,104740628,31.87,ERS224658,4.777,13.844,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,m,TRUE
AN0237-C,AN0237-C,CM0901857,CMgam,Cameroon,,Daiguene,Nora Besansky,Reidenbach,2009,S,F,93969614,21.95,ERS224564,4.777,13.844,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0238-C,AN0238-C,CM0901858,CMgam,Cameroon,,Daiguene,Nora Besansky,Reidenbach,2009,S,F,194858264,55.46,ERS224423,4.777,13.844,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0239-C,AN0239-C,CM0901859,CMgam,Cameroon,,Daiguene,Nora Besansky,Reidenbach,2009,S,F,138588730,34.25,ERS224487,4.777,13.844,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0240-C,AN0240-C,CM0901864,CMgam,Cameroon,,Daiguene,Nora Besansky,Reidenbach,2009,S,F,85680756,26.19,ERS224524,4.777,13.844,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0241-C,AN0241-C,CM0901865,CMgam,Cameroon,,Daiguene,Nora Besansky,Reidenbach,2009,S,F,111018776,33.15,ERS224547,4.777,13.844,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0242-C,AN0242-C,CM0901866,CMgam,Cameroon,,Daiguene,Nora Besansky,Reidenbach,2009,S,F,91504272,30.52,ERS224414,4.777,13.844,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0243-C,AN0243-C,CM0901867,CMgam,Cameroon,,Daiguene,Nora Besansky,Reidenbach,2009,S,F,48287458,15.73,ERS224466,4.777,13.844,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0244-C,AN0244-C,CM0901868,CMgam,Cameroon,,Daiguene,Nora Besansky,Reidenbach,2009,S,F,99985820,28.31,ERS224601,4.777,13.844,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0245-C,AN0245-C,CM0901872,CMgam,Cameroon,,Daiguene,Nora Besansky,Reidenbach,2009,S,F,109067028,32.4,ERS224511,4.777,13.844,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0246-C,AN0246-C,CM0901873,CMgam,Cameroon,,Daiguene,Nora Besansky,Reidenbach,2009,S,F,363625902,59.88,ERS224451,4.777,13.844,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0247-C,AN0247-C,CM0901878,CMgam,Cameroon,,Daiguene,Nora Besansky,Reidenbach,2009,S,F,122372634,35.04,ERS224388,4.777,13.844,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0248-C,AN0248-C,CM0901880,CMgam,Cameroon,,Daiguene,Nora Besansky,Reidenbach,2009,S,F,111124940,29.43,ERS224367,4.777,13.844,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0250-C,AN0250-C,CM0901882,CMgam,Cameroon,,Daiguene,Nora Besansky,Reidenbach,2009,S,F,143553368,40.82,ERS224505,4.777,13.844,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0251-C,AN0251-C,CM0901883,CMgam,Cameroon,,Daiguene,Nora Besansky,Reidenbach,2009,S,F,105790666,29.77,ERS224397,4.777,13.844,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0252-C,AN0252-C,CM0901885,CMgam,Cameroon,,Daiguene,Nora Besansky,Reidenbach,2009,S,F,76353190,21.88,ERS224369,4.777,13.844,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0253-C,AN0253-C,CM0901886,CMgam,Cameroon,,Daiguene,Nora Besansky,Reidenbach,2009,S,F,269078012,60.46,ERS224472,4.777,13.844,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0254-C,AN0254-C,CM0901887,CMgam,Cameroon,,Daiguene,Nora Besansky,Reidenbach,2009,S,F,275992754,80.42,ERS224421,4.777,13.844,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0255-C,AN0255-C,CM0901888,CMgam,Cameroon,,Daiguene,Nora Besansky,Reidenbach,2009,S,F,120842982,37.97,ERS224363,4.777,13.844,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0256-C,AN0256-C,CM0901889,CMgam,Cameroon,,Daiguene,Nora Besansky,Reidenbach,2009,S,F,106010806,32.89,ERS224336,4.777,13.844,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0258-C,AN0258-C,CM0901891,CMgam,Cameroon,,Daiguene,Nora Besansky,Reidenbach,2009,S,F,108194254,36,ERS224399,4.777,13.844,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0259-C,AN0259-C,CM0901892,CMgam,Cameroon,,Daiguene,Nora Besansky,Reidenbach,2009,S,F,91510100,29.03,ERS224639,4.777,13.844,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0260-C,AN0260-C,CM0901893,CMgam,Cameroon,,Daiguene,Nora Besansky,Reidenbach,2009,S,F,88705908,30.1,ERS224372,4.777,13.844,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0261-C,AN0261-C,CM0901894,CMgam,Cameroon,,Daiguene,Nora Besansky,Reidenbach,2009,S,F,92631202,27.71,ERS224537,4.777,13.844,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0262-C,AN0262-C,CM0901895,CMgam,Cameroon,,Daiguene,Nora Besansky,Reidenbach,2009,S,F,96029012,32.07,ERS224387,4.777,13.844,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0263-C,AN0263-C,CM0901896,CMgam,Cameroon,,Daiguene,Nora Besansky,Reidenbach,2009,S,F,110912136,35.16,ERS224540,4.777,13.844,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0264-C,AN0264-C,CM0901897,CMgam,Cameroon,,Daiguene,Nora Besansky,Reidenbach,2009,S,F,103695152,29.93,ERS224360,4.777,13.844,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0265-C,AN0265-C,CM0901898,CMgam,Cameroon,,Daiguene,Nora Besansky,Reidenbach,2009,S,F,212631298,67.37,ERS224469,4.777,13.844,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0266-C,AN0266-C,CM0901899,CMgam,Cameroon,,Daiguene,Nora Besansky,Reidenbach,2009,S,F,116785434,36.3,ERS224418,4.777,13.844,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0267-C,AN0267-C,CM0901901,CMgam,Cameroon,,Daiguene,Nora Besansky,Reidenbach,2009,S,F,106209768,33.31,ERS224611,4.777,13.844,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0268-C,AN0268-C,CM0901902,CMgam,Cameroon,,Daiguene,Nora Besansky,Reidenbach,2009,S,F,81896922,26.78,ERS224581,4.777,13.844,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0269-C,AN0269-C,CM0901903,CMgam,Cameroon,,Daiguene,Nora Besansky,Reidenbach,2009,S,F,84638922,27.78,ERS224541,4.777,13.844,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0270-C,AN0270-C,CM0901905,CMgam,Cameroon,,Daiguene,Nora Besansky,Reidenbach,2009,S,F,94988852,32.14,ERS224382,4.777,13.844,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0271-C,AN0271-C,CM0901906,CMgam,Cameroon,,Daiguene,Nora Besansky,Reidenbach,2009,S,F,49195434,13.73,ERS224434,4.777,13.844,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0272-C,AN0272-C,CM0901937,CMgam,Cameroon,,Daiguene,Nora Besansky,Reidenbach,2009,S,F,138990628,39.46,ERS224378,4.777,13.844,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0275-C,AN0275-C,CM0901940,CMgam,Cameroon,,Daiguene,Nora Besansky,Reidenbach,2009,S,F,387041620,98.48,ERS224475,4.777,13.844,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0276-C,AN0276-C,CM0901941,CMgam,Cameroon,,Daiguene,Nora Besansky,Reidenbach,2009,S,F,94805076,31.22,ERS224335,4.777,13.844,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0277-C,AN0277-C,CM0901942,CMgam,Cameroon,,Daiguene,Nora Besansky,Reidenbach,2009,S,F,104110286,28.83,ERS224354,4.777,13.844,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0278-C,AN0278-C,CM0901943,CMgam,Cameroon,,Daiguene,Nora Besansky,Reidenbach,2009,S,F,89599382,23.58,ERS224521,4.777,13.844,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0279-C,AN0279-C,CM0901944,CMgam,Cameroon,,Daiguene,Nora Besansky,Reidenbach,2009,S,F,85906908,26.18,ERS224406,4.777,13.844,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0280-C,AN0280-C,CM0901181,CMgam,Cameroon,,Daiguene,Nora Besansky,Reidenbach,2009,S,F,92083734,29.16,ERS224666,4.777,13.844,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0281-C,AN0281-C,CM0901182,CMgam,Cameroon,,Daiguene,Nora Besansky,Reidenbach,2009,S,F,100491206,31.37,ERS224842,4.777,13.844,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0282-C,AN0282-C,CM0901183,CMgam,Cameroon,,Daiguene,Nora Besansky,Reidenbach,2009,S,F,123967526,40.13,ERS224843,4.777,13.844,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0283-C,AN0283-C,CM0901191,CMgam,Cameroon,,Daiguene,Nora Besansky,Reidenbach,2009,S,F,98397514,31.78,ERS224598,4.777,13.844,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0284-C,AN0284-C,CM0901193,CMgam,Cameroon,,Daiguene,Nora Besansky,Reidenbach,2009,S,F,85120060,27.97,ERS224662,4.777,13.844,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0285-C,AN0285-C,CM0901201,CMgam,Cameroon,,Daiguene,Nora Besansky,Reidenbach,2009,S,F,112783648,35.98,ERS224589,4.777,13.844,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0286-C,AN0286-C,CM0901214,CMgam,Cameroon,,Daiguene,Nora Besansky,Reidenbach,2009,S,F,92860322,29.52,ERS224627,4.777,13.844,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0287-C,AN0287-C,CM0901239,CMgam,Cameroon,,Daiguene,Nora Besansky,Reidenbach,2009,S,F,102516016,33.4,ERS224647,4.777,13.844,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0288-C,AN0288-C,CM0901240,CMgam,Cameroon,,Daiguene,Nora Besansky,Reidenbach,2009,S,F,109027468,36.05,ERS224612,4.777,13.844,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0289-C,AN0289-C,CM0901241,CMgam,Cameroon,,Daiguene,Nora Besansky,Reidenbach,2009,S,F,177196650,55.65,ERS224840,4.777,13.844,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0290-C,AN0290-C,CM0901242,CMgam,Cameroon,,Daiguene,Nora Besansky,Reidenbach,2009,S,F,100404510,32.54,ERS224621,4.777,13.844,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0291-C,AN0291-C,CM0901243,CMgam,Cameroon,,Daiguene,Nora Besansky,Reidenbach,2009,S,F,102912534,33.44,ERS224613,4.777,13.844,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0292-C,AN0292-C,CM0901244,CMgam,Cameroon,,Daiguene,Nora Besansky,Reidenbach,2009,S,F,97196082,31.54,ERS224841,4.777,13.844,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0293-C,AN0293-C,CM0901245,CMgam,Cameroon,,Daiguene,Nora Besansky,Reidenbach,2009,S,F,99946840,32.63,ERS224668,4.777,13.844,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0294-C,AN0294-C,CM0901280,CMgam,Cameroon,,Daiguene,Nora Besansky,Reidenbach,2009,S,F,96727098,31.57,ERS224632,4.777,13.844,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0295-C,AN0295-C,CM0901281,CMgam,Cameroon,,Daiguene,Nora Besansky,Reidenbach,2009,S,F,137394740,43.51,ERS224844,4.777,13.844,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0296-C,AN0296-C,CM0901284,CMgam,Cameroon,,Daiguene,Nora Besansky,Reidenbach,2009,S,F,118821084,37.68,ERS224588,4.777,13.844,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0297-C,AN0297-C,CM0901285,CMgam,Cameroon,,Daiguene,Nora Besansky,Reidenbach,2009,S,F,74600288,24.22,ERS224846,4.777,13.844,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0298-C,AN0298-C,CM0901286,CMgam,Cameroon,,Daiguene,Nora Besansky,Reidenbach,2009,S,F,96770970,32.35,ERS224625,4.777,13.844,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0299-C,AN0299-C,CM0901287,CMgam,Cameroon,,Daiguene,Nora Besansky,Reidenbach,2009,S,F,105055282,34.59,ERS224633,4.777,13.844,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0300-C,AN0300-C,CM0901324,CMgam,Cameroon,,Daiguene,Nora Besansky,Reidenbach,2009,S,F,103888884,33.36,ERS224848,4.777,13.844,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0301-C,AN0301-C,CM0901325,CMgam,Cameroon,,Daiguene,Nora Besansky,Reidenbach,2009,S,F,75306374,24.38,ERS224669,4.777,13.844,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0302-C,AN0302-C,CM0901388,CMgam,Cameroon,,Daiguene,Nora Besansky,Reidenbach,2009,S,F,406650914,110.5,ERS224456,4.777,13.844,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0303-C,AN0303-C,CM0901395,CMgam,Cameroon,,Daiguene,Nora Besansky,Reidenbach,2009,S,F,94433846,23.43,ERS224554,4.777,13.844,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0304-C,AN0304-C,CM0901396,CMgam,Cameroon,,Daiguene,Nora Besansky,Reidenbach,2009,S,F,79648584,20.92,ERS224420,4.777,13.844,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0305-C,AN0305-C,CM0901397,CMgam,Cameroon,,Daiguene,Nora Besansky,Reidenbach,2009,S,F,59413818,16.08,ERS224445,4.777,13.844,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0306-C,AN0306-C,CM0901398,CMgam,Cameroon,,Daiguene,Nora Besansky,Reidenbach,2009,S,F,137851462,33.07,ERS224491,4.777,13.844,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0307-C,AN0307-C,CM0901399,CMgam,Cameroon,,Daiguene,Nora Besansky,Reidenbach,2009,S,F,185276224,43.08,ERS224474,4.777,13.844,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0308-C,AN0308-C,CM0901400,CMgam,Cameroon,,Daiguene,Nora Besansky,Reidenbach,2009,S,F,158095224,50.05,ERS224845,4.777,13.844,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0309-C,AN0309-C,CM0901403,CMgam,Cameroon,,Daiguene,Nora Besansky,Reidenbach,2009,S,F,112568806,37.16,ERS224664,4.777,13.844,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0310-C,AN0310-C,CM0901404,CMgam,Cameroon,,Daiguene,Nora Besansky,Reidenbach,2009,S,F,102873078,33.37,ERS224643,4.777,13.844,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0311-C,AN0311-C,CM0901405,CMgam,Cameroon,,Daiguene,Nora Besansky,Reidenbach,2009,S,F,126488084,40.2,ERS224847,4.777,13.844,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0312-C,AN0312-C,CM0901407,CMgam,Cameroon,,Daiguene,Nora Besansky,Reidenbach,2009,S,F,121451486,38.16,ERS224849,4.777,13.844,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0313-C,AN0313-C,CM0901410,CMgam,Cameroon,,Daiguene,Nora Besansky,Reidenbach,2009,S,F,106838052,22.05,ERS224444,4.777,13.844,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0314-C,AN0314-C,CM0901412,CMgam,Cameroon,,Daiguene,Nora Besansky,Reidenbach,2009,S,F,95489664,32.03,ERS224650,4.777,13.844,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0315-C,AN0315-C,CM0901413,CMgam,Cameroon,,Daiguene,Nora Besansky,Reidenbach,2009,S,F,118799132,36.95,ERS224850,4.777,13.844,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0316-C,AN0316-C,CM0901414,CMgam,Cameroon,,Daiguene,Nora Besansky,Reidenbach,2009,S,F,92114554,20.06,ERS224509,4.777,13.844,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0317-C,AN0317-C,CM0901860,CMgam,Cameroon,,Daiguene,Nora Besansky,Reidenbach,2009,S,F,82323786,22.28,ERS224531,4.777,13.844,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0318-C,AN0318-C,CM0901861,CMgam,Cameroon,,Daiguene,Nora Besansky,Reidenbach,2009,S,F,114002114,29.33,ERS224460,4.777,13.844,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0319-C,AN0319-C,CM0901862,CMgam,Cameroon,,Daiguene,Nora Besansky,Reidenbach,2009,S,F,154049184,38.74,ERS224490,4.777,13.844,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
