sample_id,ox_code,src_code,population,country,location,site,contributor,contact,year,m_s,sex,n_sequences,mean_coverage,ebi_sample_acc,latitude,longitude,sample_set,taxon,phase2_population,primary_taxon,year_original,year_numeric,taxon_marker_based_handoff,primary_taxon_marker_based_handoff,population_id,population_id_source,population_defined,sex_normalized,known_male_for_x_fallback
AN0054-C,AN0054-C,CM0902284,CMgam,Cameroon,,Gado Badzere,Nora Besansky,Reidenbach,2009,S,F,64904694,21.29,ERS224458,5.747,14.442,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0055-C,AN0055-C,CM0902299,CMgam,Cameroon,,Gado Badzere,Nora Besansky,Reidenbach,2009,S,F,79231112,26.56,ERS224362,5.747,14.442,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0056-C,AN0056-C,CM0902300,CMgam,Cameroon,,Gado Badzere,Nora Besansky,Reidenbach,2009,S,F,91865616,28.29,ERS224526,5.747,14.442,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0057-C,AN0057-C,CM0902305,CMgam,Cameroon,,Gado Badzere,Nora Besansky,Reidenbach,2009,S,F,97671386,29.12,ERS224518,5.747,14.442,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0058-C,AN0058-C,CM0902306,CMgam,Cameroon,,Gado Badzere,Nora Besansky,Reidenbach,2009,S,F,93272442,28.4,ERS224345,5.747,14.442,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0059-C,AN0059-C,CM0902308,CMgam,Cameroon,,Gado Badzere,Nora Besansky,Reidenbach,2009,S,F,101248932,31.12,ERS224556,5.747,14.442,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0060-C,AN0060-C,CM0902309,CMgam,Cameroon,,Gado Badzere,Nora Besansky,Reidenbach,2009,S,F,119789656,31.62,ERS224439,5.747,14.442,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0061-C,AN0061-C,CM0901968,CMgam,Cameroon,,Zembe Borongo,Nora Besansky,Reidenbach,2009,S,F,106280342,35.4,ERS224594,5.747,14.442,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0062-C,AN0062-C,CM0901969,CMgam,Cameroon,,Zembe Borongo,Nora Besansky,Reidenbach,2009,S,F,173480974,54.51,ERS224465,5.747,14.442,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0063-C,AN0063-C,CM0901970,CMgam,Cameroon,,Zembe Borongo,Nora Besansky,Reidenbach,2009,S,F,81125852,23.02,ERS224515,5.747,14.442,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0064-C,AN0064-C,CM0901971,CMgam,Cameroon,,Zembe Borongo,Nora Besansky,Reidenbach,2009,S,F,78996928,24.79,ERS224618,5.747,14.442,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0065-C,AN0065-C,CM0901974,CMgam,Cameroon,,Zembe Borongo,Nora Besansky,Reidenbach,2009,S,F,83309844,27.07,ERS224534,5.747,14.442,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0066-C,AN0066-C,CM0901975,CMgam,Cameroon,,Zembe Borongo,Nora Besansky,Reidenbach,2009,S,F,78249078,22.29,ERS224389,5.747,14.442,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0067-C,AN0067-C,CM0902002,CMgam,Cameroon,,Zembe Borongo,Nora Besansky,Reidenbach,2009,S,F,81435170,26.39,ERS224552,5.747,14.442,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0068-C,AN0068-C,CM0902006,CMgam,Cameroon,,Zembe Borongo,Nora Besansky,Reidenbach,2009,S,F,94130260,29.18,ERS224512,5.747,14.442,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0069-C,AN0069-C,CM0902007,CMgam,Cameroon,,Zembe Borongo,Nora Besansky,Reidenbach,2009,S,F,83144432,22.91,ERS224570,5.747,14.442,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0070-C,AN0070-C,CM0902023,CMgam,Cameroon,,Zembe Borongo,Nora Besansky,Reidenbach,2009,S,F,101521952,33.17,ERS224587,5.747,14.442,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0071-C,AN0071-C,CM0902025,CMgam,Cameroon,,Zembe Borongo,Nora Besansky,Reidenbach,2009,S,F,145887174,45.08,ERS224484,5.747,14.442,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0072-C,AN0072-C,CM0902028,CMgam,Cameroon,,Zembe Borongo,Nora Besansky,Reidenbach,2009,S,F,83243882,27.45,ERS224659,5.747,14.442,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0073-C,AN0073-C,CM0902029,CMgam,Cameroon,,Zembe Borongo,Nora Besansky,Reidenbach,2009,S,F,60073152,19.81,ERS224443,5.747,14.442,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0074-C,AN0074-C,CM0902030,CMgam,Cameroon,,Zembe Borongo,Nora Besansky,Reidenbach,2009,S,F,167701046,49.36,ERS224428,5.747,14.442,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0075-C,AN0075-C,CM0902031,CMgam,Cameroon,,Zembe Borongo,Nora Besansky,Reidenbach,2009,S,F,86495724,28.32,ERS224549,5.747,14.442,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0076-C,AN0076-C,CM0902072,CMgam,Cameroon,,Zembe Borongo,Nora Besansky,Reidenbach,2009,S,F,78777946,22.74,ERS224436,5.747,14.442,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0077-C,AN0077-C,CM0902073,CMgam,Cameroon,,Zembe Borongo,Nora Besansky,Reidenbach,2009,S,F,85829518,26.89,ERS224616,5.747,14.442,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0079-C,AN0079-C,CM0902077,CMgam,Cameroon,,Zembe Borongo,Nora Besansky,Reidenbach,2009,S,F,108170328,29,ERS224471,5.747,14.442,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0080-C,AN0080-C,CM0902078,CMgam,Cameroon,,Zembe Borongo,Nora Besansky,Reidenbach,2009,S,F,79579710,20.83,ERS224366,5.747,14.442,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0081-C,AN0081-C,CM0902079,CMgam,Cameroon,,Zembe Borongo,Nora Besansky,Reidenbach,2009,S,F,129284128,36.22,ERS224483,5.747,14.442,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0082-C,AN0082-C,CM0902080,CMgam,Cameroon,,Zembe Borongo,Nora Besansky,Reidenbach,2009,S,F,84807116,24.14,ERS224455,5.747,14.442,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0083-C,AN0083-C,CM0902081,CMgam,Cameroon,,Zembe Borongo,Nora Besansky,Reidenbach,2009,S,F,91114140,23.8,ERS224368,5.747,14.442,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0084-C,AN0084-C,CM0902082,CMgam,Cameroon,,Zembe Borongo,Nora Besansky,Reidenbach,2009,S,F,101344664,30.52,ERS224492,5.747,14.442,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0085-C,AN0085-C,CM0902128,CMgam,Cameroon,,Gado Badzere,Nora Besansky,Reidenbach,2009,S,F,107768594,26.17,ERS224398,5.747,14.442,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0086-C,AN0086-C,CM0902131,CMgam,Cameroon,,Gado Badzere,Nora Besansky,Reidenbach,2009,S,F,99594968,23.11,ERS224392,5.747,14.442,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0087-C,AN0087-C,CM0902133,CMgam,Cameroon,,Gado Badzere,Nora Besansky,Reidenbach,2009,S,F,120699290,33.08,ERS224449,5.747,14.442,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0088-C,AN0088-C,CM0902156,CMgam,Cameroon,,Gado Badzere,Nora Besansky,Reidenbach,2009,S,F,91114758,19.11,ERS224631,5.747,14.442,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0089-C,AN0089-C,CM0902157,CMgam,Cameroon,,Gado Badzere,Nora Besansky,Reidenbach,2009,S,F,77550652,22.44,ERS224379,5.747,14.442,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0090-C,AN0090-C,CM0902158,CMgam,Cameroon,,Gado Badzere,Nora Besansky,Reidenbach,2009,S,F,68172582,19.26,ERS224395,5.747,14.442,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0091-C,AN0091-C,CM0902159,CMgam,Cameroon,,Gado Badzere,Nora Besansky,Reidenbach,2009,S,F,92701324,25.98,ERS224348,5.747,14.442,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0092-C,AN0092-C,CM0902161,CMgam,Cameroon,,Gado Badzere,Nora Besansky,Reidenbach,2009,S,F,223100226,59.16,ERS224499,5.747,14.442,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0093-C,AN0093-C,CM0902162,CMgam,Cameroon,,Gado Badzere,Nora Besansky,Reidenbach,2009,S,F,65334034,17.23,ERS224476,5.747,14.442,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0094-C,AN0094-C,CM0902163,CMgam,Cameroon,,Gado Badzere,Nora Besansky,Reidenbach,2009,S,F,101685234,28.91,ERS224390,5.747,14.442,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0095-C,AN0095-C,CM0902164,CMgam,Cameroon,,Gado Badzere,Nora Besansky,Reidenbach,2009,S,F,88181622,19.68,ERS224596,5.747,14.442,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0096-C,AN0096-C,CM0902166,CMgam,Cameroon,,Gado Badzere,Nora Besansky,Reidenbach,2009,S,F,109742978,32.25,ERS224341,5.747,14.442,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0097-C,AN0097-C,CM0902172,CMgam,Cameroon,,Gado Badzere,Nora Besansky,Reidenbach,2009,S,F,94576722,26,ERS224344,5.747,14.442,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0098-C,AN0098-C,CM0902174,CMgam,Cameroon,,Gado Badzere,Nora Besansky,Reidenbach,2009,S,F,97030006,29.28,ERS224359,5.747,14.442,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0099-C,AN0099-C,CM0902206,CMgam,Cameroon,,Gado Badzere,Nora Besansky,Reidenbach,2009,S,F,61941102,16.97,ERS224482,5.747,14.442,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0100-C,AN0100-C,CM0902207,CMgam,Cameroon,,Gado Badzere,Nora Besansky,Reidenbach,2009,S,F,100675284,29.03,ERS224498,5.747,14.442,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0101-C,AN0101-C,CM0902229,CMgam,Cameroon,,Gado Badzere,Nora Besansky,Reidenbach,2009,S,F,73183504,23.44,ERS224582,5.747,14.442,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0102-C,AN0102-C,CM0902232,CMgam,Cameroon,,Gado Badzere,Nora Besansky,Reidenbach,2009,S,F,78843938,22.33,ERS224454,5.747,14.442,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0103-C,AN0103-C,CM0902244,CMgam,Cameroon,,Gado Badzere,Nora Besansky,Reidenbach,2009,S,F,107002246,31.58,ERS224496,5.747,14.442,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0104-C,AN0104-C,CM0902301,CMgam,Cameroon,,Gado Badzere,Nora Besansky,Reidenbach,2009,S,F,117495088,30.13,ERS224355,5.747,14.442,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0105-C,AN0105-C,CM0902302,CMgam,Cameroon,,Gado Badzere,Nora Besansky,Reidenbach,2009,S,F,100244110,28.31,ERS224374,5.747,14.442,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0106-C,AN0106-C,CM0902303,CMgam,Cameroon,,Gado Badzere,Nora Besansky,Reidenbach,2009,S,F,94162580,29.51,ERS224358,5.747,14.442,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0107-C,AN0107-C,CM0902304,CMgam,Cameroon,,Gado Badzere,Nora Besansky,Reidenbach,2009,S,F,103464324,31.36,ERS224401,5.747,14.442,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0108-C,AN0108-C,CM0902307,CMgam,Cameroon,,Gado Badzere,Nora Besansky,Reidenbach,2009,S,F,62074228,18.52,ERS224473,5.747,14.442,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0109-C,AN0109-C,CM0902331,CMgam,Cameroon,,Gado Badzere,Nora Besansky,Reidenbach,2009,S,F,81400742,23.33,ERS224424,5.747,14.442,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AN0111-C,AN0111-C,CM0902342,CMgam,Cameroon,,Gado Badzere,Nora Besansky,Reidenbach,2009,S,F,132022452,34.89,ERS224608,5.747,14.442,AG1000G-PHASE2-AR1,gambiae,CMgam,TRUE,2009,2009,gambiae,TRUE,CMgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
